ID,Language_ID,Headword,Part_Of_Speech,Entry_IDs,Media_IDs,comment,comment_french
LX000471,xed,hlə̀gà,v.tr,,,,
LX000472,xed,hlə́rpú,n,,94ca8776031303b4cc0c873545e3eb5d,,
LX000473,xed,hlə́vdà,n,,82566a3d5f221288ba28e715598858c5,,
LX000474,xed,hlə̀vá,v.tr,,,,
LX000475,xed,hlə̀vú,vn,,411ed23b90e4b111916ac3122a5c29f0,,
LX000476,xed,hlgà,v.tr,,,,
LX000477,xed,hlgù,vn,,,,
LX000478,xed,hlkèr,n,,,,
LX000479,xed,hlmə́ŋ,n,,,,
LX000480,xed,hlná,n,,,,
LX000481,xed,hlpáɗà,n,,a647f8d4a7cf3df1172c6fbea0575ec5,,
LX000482,xed,hlrá,v.tr,,,,
LX000483,xed,hlrú,vn,,3e281f60f0b0ccd61a491f9336bd2cf2,,
LX000484,xed,hlrá,adj,,,,
LX000485,xed,hlrá,v,,,,
LX000486,xed,hlrá,v.tr,,,,
LX000487,xed,hlrú,v,,,,
LX000488,xed,hlrákú,n,,,,
LX000489,xed,hlxwá,n,,,,
LX000490,xed,hlyànhlyà,v,,,,
LX000491,xed,hlà,v.intr,,,,
LX000492,xed,hlà,n,,,,
LX000493,xed,hlà drà,n,,c0bfa5b03cf3dac542db570c79e33a28,,
LX000494,xed,hládá,v.intr,,,,
LX000495,xed,hládú,n,,e6d67ce9357ac1af1daa8f176e04f82c,,
LX000496,xed,hládá,v,,,,
LX000497,xed,hlàɗá,v.tr,,,,
LX000498,xed,hládáhládá,v,,,,
LX000499,xed,hlìɗákw,n,,df90ddb1e1240abacf4efcdbf2cfe8af,,
LX000500,xed,hlùghúl,n,,,,
LX000501,xed,hlìglá,v.tr,,,,
LX000502,xed,hlìglú,vn,,0b777c7e7e4344dacac1d37675f2a673,,
LX000503,xed,hlìhlík,n,,,"In a Hdi tradition, a young girl, between puberty and giving first birth was not allowed to eat chicken or any other fowl or birds","D’après une coutume hdi, la jeune fille, entre la puberté et son premier accouchement, n’avait le droit de manger ni poulet ni volaille, ni aucun autre oiseau"
LX000504,xed,hlùhlúrì,n,,,,
LX000505,xed,hlákú,n,,,,
LX000506,xed,hlàmbgá,n,,096eda1f0ad4534c1c0a662e98aec7e2,,
LX000507,xed,hlìngwá,v.intr,,,,
LX000508,xed,hlìngwí,vn,,,,
LX000509,xed,hlìŋwá,v,,,,
LX000510,xed,hlíná,v.intr,,424a5df7495c5e3099e044479589901b,"about body only; cannot be used with respect to space, food","pour le corps seulement; ne peut s’employer pour le climat, éspace, la nourriture"
LX000511,xed,hlùríhlùrí,n,,94b19357963fbe0fd0ccad325c3a0dc7,,
LX000512,xed,hlìtílà,n,,66b40902834e06cb7118630a310d9374,,
LX000513,xed,hlèxá,adj,,3fcb1be8607a303be2a8f32746f03d96,,
LX000514,xed,hlú’wí,n,,3d2dee6f5dba73492a3415791e303074,,
LX000515,xed,hlí’yá,v.intr,,,*hlí’yá- hlí’yá ungrammtical without an extension,*hlí’yá- hlí’yá agrammatical sans extension
LX000516,xed,hlí’í,v,,d1da70b2ac845a2d0c8ded014b9f7bd7,,
LX000517,xed,hlí’íŋ á ksúɓì,n,,f6f1a5add1421fe0726b968aba067d4b,,
LX000518,xed,hlú’úvghá,n,LX000514 ; LX001326,1d8aa09881d846c3294907a4f2ddea4c,,
LX000519,xed,hpá ɗ-,v,,,,
LX000520,xed,hpàɗá,v.tr,,,,
LX000521,xed,hpèkwà,n,,,,
LX000522,xed,hrfá,v unsp,,,,
LX000523,xed,hvá-f-hvá,v,,,,
LX000524,xed,hv-ú-hvá,v,,,,
LX000525,xed,hv-ú-n-hvá,v,,,,
LX000526,xed,hwlépété’,adj,,,,
LX000527,xed,hwáyá,v.intr,,,,
LX000528,xed,há,prep,,,,
LX000529,xed,hà,v.intr/tr,,,,
LX000530,xed,hábá,v.tr.pl,,,,
LX000531,xed,húɗí,n,,,,
LX000532,xed,húɗí,n,,,,
LX000533,xed,hàghú,n,,,,
LX000534,xed,hùlépété’,adj,,,,
LX000535,xed,háláwáy’,n,,,,
LX000536,xed,húl’úá,n,,,,
LX000537,xed,háná,v.tr.pl,,,,
LX000538,xed,hàní,v,,,,
LX000539,xed,hànà-hànà,v.intr,,,,
LX000540,xed,hùtáf,num,,,,
LX000541,xed,hìzl,n,,,,
LX000542,xed,hú’wá,v.tr,,,,
LX000543,xed,hú’ú,v,,,,
LX000544,xed,hí’ídá,v.tr,,,,
-i,xed,-i,pron,,,,
LX000545,xed,jà,v.tr,,,,
LX000546,xed,já krámásá,v,,210d76cd09e6c4570f813c13ea66f61d,,
LX000547,xed,jíbìl,n,,ba912a7501e535e29225f6b9334da6c2,,
LX000548,xed,jídzá,n,,,,
LX000549,xed,jìdzà,n,,,,
LX000550,xed,jíjì,n,,,,
LX000551,xed,jíjí,n,LX000863,,,
LX000552,xed,jìjì,n,,161df151290bb0370c0218fb4deb20f6,,
LX000553,xed,jík,v.intr,,666e2dfbee48f326a851a5ba51dd71d9,intransitive only,
LX000554,xed,kɗá,n,,b3e240428e473112033a27f7131467e8,,
LX000555,xed,kɗà,v unsp,,0e81e3ce8733a8bbe9d23fcd2c99355a,,
LX000556,xed,kdáɗày,n,,3d75a417c3a5c6c1cfe1425211059774,,
LX000557,xed,kɗá-gh-w-kɗá,v,,,,
LX000558,xed,kɗ-ú-kɗà,v,,,,
LX000559,xed,kɗà-kú,vn,,,,
LX000560,xed,kɗékéjèŋ,n,,,,
LX000561,xed,kɗ-íŋ-kɗà,v,,,,
LX000562,xed,kɗíŋá,v,,838813627a698bd27c39cf586b0fe3a3,,
LX000563,xed,kɗà-ná-f-kɗà,v,,,,
LX000564,xed,kɗíx,n,,824ea9bce593766dc23ffc5d425b2b88,,
LX000565,xed,kɗìxá mták,n,,586cecbdb099d7aea3bc1768376412e9,,
LX000566,xed,kə̀də́kə̀də́k,n,,ab7e5f467ed61459e5ec62eee6fda446,,
LX000567,xed,kə́l,subord,,f1fec4726ae6c92f700f59eae29684af,,
LX000568,xed,kfúr,n,,,,
LX000569,xed,khwá,v,,,,
LX000570,xed,khwà,v unsp,,6216ef888f82a5ef7d9f66802ced0ecb,,
LX000571,xed,khwù,n,,,,
LX000572,xed,klə́ŋ,n,,501b50d4532c91013b70c7fdb733d04a,,
LX000573,xed,klə́xə́m,adj,,892a9f20ebe1c3fd85cf8c52b578285b,,
LX000574,xed,klá,v.tr,,,,
LX000575,xed,klú,n,,,,
LX000576,xed,klá mákwà,v,,,,
LX000577,xed,klùgà,n,,ffea2c66c72629f97d76ecc16147548a,,
LX000578,xed,kl-ú-klà,v,,4a7e5bfbd6d5604d6ed513df939f7413,,
LX000579,xed,klàkú,n,,82fb3389e01b66c2c39ef50e49942e9d,,
LX000580,xed,klùlúx,n,,f37b19cc1629dfaa0c07425399c3a137,,
LX000581,xed,klá-m-klà,v,,230a54a25f684615a9e0abfe82dada84,,
LX000582,xed,klànághwklà,v,,,,
LX000583,xed,klà-ná-gh-w-klà,v,,6c40a89e602e2938a87c29995075480b,,
LX000584,xed,klá-ná-ghá-klá,v,,6da1d759e9201eaf81c9b048fa236c2a,,
LX000585,xed,klà-ná-klà,v,,200d7258773bae2c8121446aa25aeddf,,
LX000586,xed,klá-p-klà,v,,ac5870e02a8f7b630de53f236752009c,,
LX000587,xed,klìpí,n,,76b742ce6703822e86d760cca403ea3e,,
LX000588,xed,klìwtír,n,,9e6044c6043068f90c7fbc18edb52159,,
LX000589,xed,klíwíɗ,adj,,,,
LX000590,xed,klìwíɗ,n,,3d3fae5c7f16f985347dbe52b939706b,,
koza,xed,koza,n,,,,
LX000591,xed,krì,n,,4b2621b8e7ae8cdc0c01c26bf6601e02,,
LX000592,xed,krà mták,n,,,,
LX000593,xed,krám,n,,9fb1d36d10081b676858d6529f974046,,
LX000594,xed,krámásá,n,,b99600a2f7f33e74a743a3bff9740d2a,,
LX000595,xed,krístàŋ,n,,9d5f32d19eecf20376a03f96483ff997,,
LX000596,xed,ksá,v.tr,,cac81495ba87f0643eedf5068d71aa13,pl. kásá,
LX000597,xed,ks-ú-ksà,v,,3be358a45d4b3621035f484f055e298f,,
LX000598,xed,ksàl,n,,1449cf185f37c8ab9059c02d6afbed58,,
LX000599,xed,ksá-m-ksà,v,,b3477a9a82bd58992255334a9fa4ff2c,,
LX000600,xed,ks-íŋ-ksà,v,,bd1e26771239eacfb842b15cb969f692,,
LX000601,xed,ksíŋksà,v,,,,
LX000602,xed,ksá-ná-f-ksà,v,,e6c341da3568ea1f5545577fc2050153,,
LX000603,xed,ksí’í,n,,9b33c4af11ff4cf5dedb39f23fddbcba,,
LX000604,xed,ksí’à,n,,,infinitve: 'ksí’áy',
LX000605,xed,kvə́m,n,,b8292dfb197ab87e0c0bdf34643b19f3,,
LX000606,xed,kwɗìbízìm,n,,,,
LX000607,xed,kwɗákà y,n,,,,
LX000608,xed,kwɗúm,n,,,,
LX000609,xed,kwɗítsím,n,,,,
LX000610,xed,kwfúr,n,,,,
LX000611,xed,kwlú,n,,,,
LX000612,xed,kwlá xtsíŋ,n,,,,
LX000613,xed,kwlítíŋ,n,,,,
LX000614,xed,kwmà,n,,,,
LX000615,xed,kwráßáhlá,n,,,,
LX000616,xed,kwsíɗà,n,,,,
LX000617,xed,kwvàt,n,,,,
kwz-,xed,kwz-,v,,,,
LX000618,xed,kwá,adv,,3d3c67deafe068ef5fc5124b6c028f33,,
LX000619,xed,kwá,conj,,d2f765897bc1d3892d74a814ab854e00,,
LX000620,xed,kwá də̀r,adv,,ff2c87bd05162a19abb91513e8855ad2,,
LX000621,xed,kwá də̀r wà-ní,adv,,314fbc291fd1804fbaeed48003cefdf3,,
LX000622,xed,kwá də̀r-gát-sí,adv,,bbf17e9eb44dd28d110cadbe193072f4,,
LX000623,xed,kwá də̀r-wát-sí,adv,,bd7914e6d0600955865b5cd6b0847a6f,,
LX000624,xed,kwà kùsà-mà-kú,v,,,kwàkwàsà,
LX000625,xed,kwé sé bè,n,,,,
LX000626,xed,kwá tá sí ìmí,n,,,,
LX000627,xed,kwáβù,n,,,,
LX000628,xed,kwíktá,v unsp,,,,
LX000629,xed,kwòkùsà-mà-kú,vn,,,,
LX000630,xed,kwál kwàl,n,,,,
LX000631,xed,kwálá,v,,,takes clausal complement,
LX000632,xed,kwílà,n,,,,
LX000633,xed,kwálábá,n,,,,
LX000634,xed,kwálághwtà,vn,,,,
LX000635,xed,kwàmtsèrè,n,,,,
LX000636,xed,kwás-,v,,,,
LX000637,xed,kwás kwásá,n,,,,
LX000638,xed,kwásá,v.tr,,,,
LX000639,xed,kwésébè,n,,,,
LX000640,xed,kwáts kwáts,n,,,,
LX000641,xed,kwàtsá,n,,,,
LX000642,xed,kwàtá ghə́ŋ,n,,,,
LX000643,xed,kwítìkw,adj,,,,
LX000644,xed,kwàzílgwà,n,,,,
LX000645,xed,kwàzáxzàx,n,,,,
LX000646,xed,kwáßù,n,,,,
kzl-,xed,kzl-,v,,,,
LX000647,xed,kzlù,n,,,,
LX000648,xed,kzlà,v.intr,,,reduplicated form without extensions is disallowed,la forme rédupliquée n’est pas autorisée sans extensions
LX000649,xed,kzlàkú,vn,,,,
LX000650,xed,kà,prep,,,,
LX000651,xed,kí,adv,,570d9907a4b28b4cadee910478dc08a3,,
LX000652,xed,kó,conj,,,,
LX000653,xed,ká,gram,,,,
LX000654,xed,kà,gram,,,,
LX000655,xed,kí,gram,,,,
LX000656,xed,-kú,gram,,,,
LX000657,xed,kí dà ghí,quant,,5567de178800b9f3adfd3dcb2abdaf5e,,
LX000658,xed,kà wák,adv,,,,
LX000659,xed,kà xótxótà (xwátxwátà),adj,,375fa7b84a9359fd602fed620d2c08ea,,
LX000660,xed,ká ‘ú,n,,,,
LX000661,xed,kàbgà,conj,,79e8e6cad6ed4463f31f02680a3cb0ec,,
LX000662,xed,kóbò,n,,3dfbb0902e17ea5ab04e41c13b68275a,,
LX000663,xed,kòbàrà,n,,68f5122df44d84825a2fe45f53d7e028,,
LX000664,xed,kùɗákày,n,,,,
LX000665,xed,kúɗúm,n,,,,
LX000666,xed,kàfày,n,,82384fc75bd51fd5c6a263aa0f907b43,,
LX000667,xed,kághá,pron,,,,
LX000668,xed,kúkwlá,n,,3a5ee3ce4ddf89b5b4bd02938fe10845,,
LX000669,xed,kàkí,adv,,,,
LX000670,xed,kúkù,n,,,,
LX000671,xed,kùl,prep,,4ab562619192e48b2a29650d9427e1e6,,
LX000672,xed,kál-,v,,,,
LX000673,xed,kálá,v.tr,,,,
LX000674,xed,kàlímì,n,,a9b24f718d51580e624ecdc8918e42eb,,
LX000675,xed,kúlùŋ,n,,50f15cfbcc6a47a80f5ff2583986b8b5,,
LX000676,xed,kúmbrà,n,,7c3111c19236d24a699cde45d7a3489a,,
LX000677,xed,kúmtúr,n,,4239f2640ff53ba2dbe49b075f458f4b,,
LX000678,xed,kúmà,v.tr,,fe30406b6783f5c54998ef54d901ddf8,can be used with human object but not in the reduplicated form,"peut s’employer avec un objet humain, mais pas à la forme rédupliquée"
LX000679,xed,kùmà,n,,5bc9d61e91b8035f9ae1192690429280,,
LX000680,xed,kúmìyá,n,,955f2f05c5d7d194c9b4d8a4e857505f,,
LX000681,xed,"kùn, kùnì",gram,,,,
LX000682,xed,kàpá,v.tr,,4fb6d7c8afa440e9ba91b8559a3bf5be,,
LX000683,xed,kàpú,n,,678fa965dade915adf27a77747742b43,,
LX000684,xed,kúrzlà,v.tr,,,,
LX000685,xed,kúrzlákú,vn,,c3a7447df7085ff00f4cac3879aecf70,,
LX000686,xed,kùráɓáhlá,n,,,,
LX000687,xed,kùrúkù,adv,,b4cb8c3dbbb70fc17986fc1aedbcf174,,
LX000688,xed,káràm,n,,c33382e605e019333d36cb824cd6ccc3,,
LX000689,xed,kásá,v.tr.pl,,04e065a8dd597e44b6be9adf1499da93,,
LX000690,xed,kát-,v,,,,
LX000691,xed,kátsíáwà,n,,701a2e543ddd17fcb65c0f3f666c7a5c,,
LX000692,xed,kátú,vn,,bf7f0e6130c4e7d86c2683695967907c,,
LX000693,xed,kátá,v unsp,,ccaff9e9791568f773a19bfd911c767c,,
LX000694,xed,kátá,v,,,,
LX000695,xed,kítìkw,adj,,1252733d45946cf0b0a32f851bffaeb2,,
LX000696,xed,kùtùmbá pálà,n,,6e3bb66c9fea71d9d807cc085338174e,,
LX000697,xed,kávghà kávghà,adj,,25ac1b1c49a057f1ed488410bcfa1040,,
LX000698,xed,kùwá,n,,3980c19798f470b2a54cd2cd6f0bbda6,,
LX000699,xed,káwày,adv,,2ea89403e9081201b20c136915b3c96c,,
LX000700,xed,kày,adv,,,,
LX000701,xed,kày,interj,,,,
LX000702,xed,káy,gram,,,,
LX000703,xed,kày ná,adv,,,,
LX000704,xed,kàyrá,adv,,,,
LX000705,xed,kùzl-,v,,,,
LX000706,xed,kùzlà,v,,,,
LX000707,xed,kùzlàkú,vn,,,,
LX000708,xed,kùzà,v.intr,,,,
LX000709,xed,kàzàlgár,n,,b4bef1a3f8a88f938c7103a152f19c41,,
LX000710,xed,kùzún,n,,7f0077f01ff2dc988ef5d80ba6bbf7e1,,
LX000711,xed,kùzún-kùzún,adj,,83e909403a6b37cf3f2ee5d3887f34d5,,
LX000712,xed,kì’yá,adj,,1e0078e345b5f3268b2f6bbd9c24291e,,
LX000713,xed,ká’ù,n,,a3d28770f81486213196c81ef733b839,,
LX000714,xed,kù’úáxà,n,,bb35a4503e6d1ae7c5d2bc99a2dd796d,,
LX000715,xed,lɓá,v.tr,,,,
LX000716,xed,ldə́ŋ,n,,,,
ldgh-,xed,ldgh-,v,,,,
LX000717,xed,ldghà,v.tr,,,,
LX000718,xed,ldá,v,,,,
LX000719,xed,lə́m,v,,,,
LX000720,xed,lə́má,v.tr,,,,
LX000721,xed,lfíɗ,adj,,,,
LX000722,xed,lfìɗ,n,,,,
lgh-,xed,lgh-,v,,,,
LX000723,xed,lghwún,n,,,,
LX000724,xed,lghéɗ,n,,,,
LX000725,xed,lgùt,n,,,,
LX000726,xed,lkìtà,n,,,,
LX000727,xed,lkùvák,n,,,,
lm-,xed,lm-,v,,,,
LX000728,xed,lmú,vn,LX000752,,,
LX000729,xed,lmíhl,n,,,,
LX000730,xed,lwá dzìdzí’w,n,,,,
LX000731,xed,lwá jìjí’w,n,,,,
LX000732,xed,lá,v.intr,,,cannot be transitivised,"intransitif seulement, ne peut être transitivisé"
LX000733,xed,lá,gram,,,,
LX000734,xed,làɓ,v unsp,,,,
LX000735,xed,láblà,v,,,,
LX000736,xed,lídzí,n,,,,
LX000737,xed,láflà,v,,,,
LX000738,xed,lá-gh-ú-lá,v,,,,
LX000739,xed,là-gh-ù-là,v.tr,,,,
LX000740,xed,"lághólá, lághwlá",v,,,,
LX000741,xed,lèghúà,n,,,,
LX000742,xed,là-gá-f-là,v,,,,
LX000743,xed,là-gá-ghà-là,v,,,,
LX000744,xed,lùgùtá ŋgùlùm,n,,,,
LX000745,xed,líkà,n,,,,
LX000746,xed,lèkól,n,,,,
LX000747,xed,lùlú,n,,,,
LX000748,xed,là-m-là,v,,,,
LX000749,xed,lá-m-là,v,,,,
LX000750,xed,lèmú,n,,,,
LX000751,xed,lúmá,n,,,,
LX000752,xed,lúmú,n,,,,
LX000753,xed,lúmá bèrék,n,,,,
LX000754,xed,lúmá ghwzú,n,,,,
LX000755,xed,là-ná-f-là,v,,,,
LX000756,xed,lítìk,n,,,,
LX000757,xed,lává,v.intr,,,,
LX000758,xed,lívíŋ,v,,,,voir: 'lává'
LX000759,xed,lúwá,n,,,,
LX000760,xed,lúwá,n,,,,
LX000761,xed,láxà,n,,,,
LX000762,xed,lázgláftà,n,,,,
LX000763,xed,lúà,n,,,,
LX000764,xed,"-lù, -lú",pron,LX000763,,,
LX000765,xed,mbɗà,v,,1607272cb12cec65a68a5619e37c2935,,
LX000766,xed,mbɗàkú,vn,,a5f8fe8ee33e4106f14c43ab4e3cd9ac,,
LX000767,xed,mbɗìmkàlà,n,,a603ad250484dfd0ec1f745ded7a2020,,
LX000768,xed,mbgá,n,,3e90bdebad810fe8866d0599db534f4a,,
LX000769,xed,mbgá klèr,n,,294fd13fa3cfd6783159299f7f6e3efd,,
LX000770,xed,mblì,n,,210b2c230a6f0c7cd18388a32648f279,,
LX000771,xed,mblàm,n,,fe77c5aec1553453e8e0dbf66493bc13,,
LX000772,xed,mbrə́zánà,n,,,,
LX000773,xed,mbrákú,n,,921663deca98ea02828c14b812f29023,,
LX000774,xed,mbsá,v.tr,,,,
LX000775,xed,mbwghù,n,,,,
LX000776,xed,mbxà’w,n,,,,
LX000777,xed,mbzà,v.intr/tr,,b56a73fa402a8725b65c75abfd190921,,
LX000778,xed,mbzàkú,vn,,523d3eca6f8aceccac64abed4b7695e3,,
LX000779,xed,mbà,v unsp,,8d8af068dc94269125c4182059a040ba,,
LX000780,xed,mbí zìm,n,,be3a92ed1534baf4d38bfffaba9d1535,,
LX000781,xed,mbìɓí,n,,,,
LX000782,xed,mbàɗ,adv,,aae57f6112f0b3493b3053fe4ad96c00,,
LX000783,xed,mbàɗá,n,,5b6678ae818c122154de31a2e7415a78,,
LX000784,xed,mbàɗá,v.intr,,3deb5be1dd5cd7bccd17855cfc502d63,"ungrammatical with direct or indirect object markers: *mbà?ìxá mbà?á for 'he walked for me', for making somebody walk around see the verb 'wáwà': take a walk","agrammatical avec les marqueurs d’objet direct ou indirect, *mbà?ìxá mbà?á pour 'il a marché pour mo' ou 'mbà?ànámbà?á' pour 'il l’a fait marcher', pour 'promener quelqu'un', voir le verbe 'wáwà':se promener"
LX000785,xed,mbéɗèw,n,,5ddba26b4c65c665753e33a5da396966,,
LX000786,xed,mbùghù,n,,,,
LX000787,xed,mbím,adj,,1ffb0be93975f281eb0302c6de0cc114,,
LX000788,xed,mbàmbà,n,,db2f9e134f900351d0830bd4d3a5d91c,,
LX000789,xed,mbítsá,np,LX000790,27e08e59ce9273aa41ee68184c95ba04,,
LX000790,xed,mbítsá,v.intr,,,,
LX000791,xed,mbútì,n,,ceddf577277d9d10cdb6b1712b53a582,,
LX000792,xed,mbàzá,v.intr,,d9e0021fe9ee43272122a62113d6d7d7,"takes cognate object, requires the third person singular object if a nominal object is added","prend l’objet cognat, exige l’objet de 3e personne singulier si on ajoute un objet nominal"
LX000793,xed,mbàzá,n,,be671a2b2bd08741512c0e7d78423183,,
LX000794,xed,mbízà,n,,c6418b07faeab399d1709c2a7d7c7ba9,,
LX000795,xed,mbùzàmbùzà,n,,,"the powder causes intense itching of the skin, cannot be washed off with water alone","cette poudre provoque d’intenses démangeaisons, on ne peut s’en débarraser en se lavant simplement avec de l’eau"
LX000796,xed,mbù’á,v,,,,
LX000797,xed,mə́dmə́ddày,n,,,,
LX000798,xed,mghám,n,,2c98a4013842a6b65e1be9fcaf2ddcff,,
LX000799,xed,mghámá gàhlá,n,,94387a0a0ba2934128aacde7fae639c3,,
mitsika,xed,mitsika,n,,,,
LX000800,xed,mkwì,n,,3fe15ee414dfd81dc76ae6213b68e3c6,,
LX000801,xed,mndə̀r,n,,743f3564d569c571b6438181dc9b91c5,,
LX000802,xed,mndə̀rgà,n,,6a3aa06bd65ed0c37a4385fd9b2d0a6a,,
LX000803,xed,mndà,v unsp,,1eb58346a96c851189b6bcdaa3481124,,
LX000804,xed,mndú,n,,7233f4271016fbe9ce3d41a693767416,,
LX000805,xed,mndèghí,n,,0506eaa152921515cd0640b4106ab029,,
LX000806,xed,mndán,gram,,8dc13b7442ef4788233b5f2965c3393f,,
LX000807,xed,mndà-ná-f-mndà,v.tr,,80b0776415205aadbd5b64f242a8f104,,
LX000808,xed,mná,v,,41c8622f7304d71ba1f822b169fbb5ce,with the extension f ‘up’ means ‘accuse’,"avec l’extension f “en haut”, signifie ‘accuser'"
LX000809,xed,mnák,n,,c9635779ec9ea11f39c8ed71341fa87e,,
LX000810,xed,mnámnà,v,,0d95c2aaa9928551397e1374c4523ca1,,
LX000811,xed,mná-n-mnà,v,,816c19359c3b0107d4252eb610a07c03,,
LX000812,xed,mná-nà-ghá-mná,v,,,,
LX000813,xed,msàk,num,,,,
LX000814,xed,mtà,v.intr,,64320d49dd9d119164d35bd5e3d391c8,there is no reduplicated form without extensions,pas de forme rédupliquée sans extensions
LX000815,xed,mtá,adj,,2eda08d4354fff8fba51dc341c828c1c,,
LX000816,xed,mták,n,,495da3f8ed0b3e42282fdd3f025bdd60,,
LX000817,xed,mtàkú,n,,476d89bbf9f8f788b8e0f843d799720e,,
LX000818,xed,mtúmtà,v,,4b25684de3939a08796c492e6a656583,,
LX000819,xed,mtàrák,n,,468d5bdb890328dccad01900a2fd6459,,
LX000820,xed,má,n,,7ee5c0af2a674860dd5531957038569e,,
LX000821,xed,mà,prep,,,,
LX000822,xed,mà,gram,,,,
LX000823,xed,mì,n,,,,
LX000824,xed,mù,prep,,,,
LX000825,xed,mà,gram,,,,
LX000826,xed,mà mú,adv,,627634e43aa629185a084cbaaa6b491f,,
LX000827,xed,má ndá,adv,,0c66ce200f9588a8d197cbe160bcc726,,
LX000828,xed,má pɗàkà,n,,,,
LX000829,xed,má xdí xdí,n,,6e14c47f6427c1edef5a20250d62ac4d,,
LX000830,xed,mà xúɗí,n,,,,
LX000831,xed,máɓə̀hl,n,,15f878743f9228485ede1636cf03254d,,
LX000832,xed,máɓə́rgə̀də̀v,n,,,,
LX000833,xed,máɓərgədvə,n,,,,
LX000834,xed,mábá,n,,be5d54599b4ea3bb1fd0863bebd4c790,,
LX000835,xed,màdə̀mbə́zlà,n,,bbf057fa3e43767027a116223848f703,,
LX000836,xed,màdvà,n,,fa839a6110f6738e6d2c2676cb64f701,,
LX000837,xed,mídz-,n,,,,
LX000838,xed,mádzə̀fdzə̀f,n,,8aa15669d10ca8e7cd97f818fa6158ea,,
LX000839,xed,mídzá,n,,,,
LX000840,xed,mádzák,n,,292bf67d12ca3fb3315479c5c4094674,,
LX000841,xed,mìdà,prep,,15b625c51b99e6d7b5d8d3d07df9e72e,,
LX000842,xed,múdúbí,n,,41d6b389a52561989c724d9ed56c785d,,
LX000843,xed,màdùfágèɗ,n,,a179a327b71803115bb1a1ae6a8dc843,,
LX000844,xed,mídón,n,,2f7cdf05e921db17a51c22e666837664,,
LX000845,xed,màdúndì,n,,49ff7c304985f23736ee447487989dbc,,
LX000846,xed,m`dáráyá,n,,,,
LX000847,xed,mó-ghzú,np,,,,
LX000848,xed,màgwyà,n,,,,
LX000849,xed,màgzlə̀mbə́rə̀m,n,,0a278ce2785c0df73df93e07adcdba27,,
LX000850,xed,mágá,v,,97c6dad0cf9e303135a621bc15409f39,cannot be followed by a nominal object in the sense of producing something,ne peut être suivi d’un complément d’objet nominal dans le sens de ‘fabriquer quelque chose’
LX000851,xed,mágá súní,v,,e7326e8b8196d2f08a76431617f6ba44,,
LX000852,xed,mágá tá jàháŋgàl,v,,bf59cfe8018693ac3d15ad0352790212,,
LX000853,xed,màgàsàr,n,,,,
LX000854,xed,mágúyà,n,,,,
LX000855,xed,mùgúzùr,n,,37c8fedd52d6024985839a4f4d170bf0,,
LX000856,xed,màhlə́mtsə̀k,n,,24b133232c200949cfa880684d078aab,,
LX000857,xed,máhlkétéghwá,n,,b7a9578ca1a06b0861a4e61ad7ad2b35,,
LX000858,xed,máhlák,n,,aef5187c2b6d90af8036d9056eabfbd7,,
LX000859,xed,màhlìví ndzà,n,,c84fd14d073063bc0db24f48d79c9dc2,,
LX000860,xed,máhù,n,,03551dedf1c8fbf5850b651114701175,,
LX000861,xed,mùhúl,n,,,,
LX000862,xed,mòhàvá,np,,,,
LX000863,xed,míjí,n,,,vocative: form of address to one’s own or to somebody’s else mother in-law; possessive forms are formed with the root 'mídzá',terme d’addresse pour sa propre belle-mère ou pour celle de quelqu'un d’autre; les formes possessives sont formées sur la racine 'mídzá'
LX000864,xed,mákɗàkátándándán,n,,26ffbbb3f4b664420e546a7f4c5b130c,,
LX000865,xed,màkwlékwlè,n,,,,
LX000866,xed,mákwà,n,,061f242a6ac485e7617753fb7f5d64aa,,
LX000867,xed,mákú,n,,,,
LX000868,xed,mákùlékùlá,n,,e02d809564bce7e6e6f6c6bbcbc9098a,,
LX000869,xed,mùkúmà,n,,cb7a74466465384f641b73cd7272c17f,,
LX000870,xed,mákárántá,n,,dcc56ecae09d5fe8ce5ea2b7d5096af4,,
LX000871,xed,mùkú’,num,,a33d298ef95f0ad385807df03e2471c9,,
LX000872,xed,màl,adj,,23bca0b86ec7b0181bf89346cfee7cc5,,
LX000873,xed,màlá,v unsp,,8d385f637ca44d698a46c6abe27551b8,,
LX000874,xed,màlí,n,,5f7c651db42e1e8137ca9955e2c9d510,,
LX000875,xed,málá,adj,,,,
LX000876,xed,málá,n,,0cc985557f47ff55014c8f31314d0eca,,
LX000877,xed,màlàghwmàlà,v,,,,
LX000878,xed,mìndrímímì,n,,,,
LX000879,xed,mìndrìmímì,n,,b2e2b39fc541e9638295836e20504ffd,,
LX000880,xed,mìndrìmímì,adj,,b2e2b39fc541e9638295836e20504ffd,,
LX000881,xed,mándá,adv,,16c3285e502c724a41233171f5d7ad8f,,
LX000882,xed,múndùxwá,n,,ae27796e7eb68e9dbb50baeba9e5e3fe,,
LX000883,xed,mángá,adv,,4cc1e08cbe90771c305fc47e66b6b129,,
LX000884,xed,màngà,n,,10bc8c0816f779a37ae011bd3727c70b,,
LX000885,xed,míntghà,n,,,,
LX000886,xed,mántsá,adv,,,,
LX000887,xed,mántsá má,gram,,,,
LX000888,xed,mìnzìkw’,n,,524935192ae808507e1f99718b0e22f0,,
LX000889,xed,mìnzíl,n,,4a35ab89c7646e5abf36eaef18ff6e86,,
LX000890,xed,màná,v,,f666fceead3623cc04f06b4849d12d11,,
