ID,Language_ID,Headword,Part_Of_Speech,Entry_IDs,Media_IDs,comment,comment_french
LX000891,xed,màná,v,,bf8c5a26947129e7fc52ddf9e063fd90,,
LX000892,xed,mùpùxwà,n,,060d13f0472914a683970f785c90576b,,
LX000893,xed,màrwà,n,,85795ddb9f541d8c7959bc2e0fffa2b7,,
LX000894,xed,màrwàghàtálàkw,n,,0be485d9e3ed8adf9d9802a7ee6be990,,
LX000895,xed,màrá,v.intr,,b541478204cadb24a689aae36531d023,,
LX000896,xed,màràkw,n,,afc5406b7acd29cbe47789f95d861ef6,,
LX000897,xed,màràkw tà dá kwàsáy’,n,,,,
LX000898,xed,mìstí,n,,,,
LX000899,xed,mì-stí,prep,,e4edb03c5f7c163fff86cbabb5eaf1c8,,
LX000900,xed,místík,n,,f3d692958a2e2417094dfb2d2578c542,,
LX000901,xed,mìs-á-,prep,,83c6288e3c61a54fa7baa3a2c1c01852,,
LX000902,xed,másá,v,,831e50c4336e2847ec36c9ffe6ff2d59,,
LX000903,xed,másáɓì,n,,dd3858819bfee23fa3f57a2d3feb701f,,
LX000904,xed,másá-f-másá,v,,,,
LX000905,xed,más-ú-másá,v,,,,
LX000906,xed,mìsí-mìsím,adj,,71ad57531289b71e83d2fed78d1b5504,,
LX000907,xed,más-íŋ-másá,v,,,,
LX000908,xed,mátrə́ghày,n,,284c70c49adbb9c65a3ad63800f3406b,,
LX000909,xed,màtrìɗíɗì,n,,,,
LX000910,xed,mùtsá,v.tr,,71a3b9b43ebb1027b6f4aa749bb04d93,reduplicated form without extensions is ungrammatical,les formes rédupliquées sans extensions sont agrammaticales
LX000911,xed,mìtsìtsì’ìà,n,,684c3a317075c245b841df3a2649d9ce,,
LX000912,xed,màtsàwtsàw,n,,,,
LX000913,xed,mútá,n,,10637eb961cb7bfdc127eb5dd2406ea7,,
LX000914,xed,mátákám,n,,,,
LX000915,xed,mútúlgús,n,,7c7b02915f99bb54de23d62bf74d3ae6,,
LX000916,xed,mìtítkwíɗ,n,,de86f5af066de1d1b8aa7dfb06cc8588,,
LX000917,xed,mátéwélwél,n,,,,
LX000918,xed,mátéwézlwézl,n,,,,
LX000919,xed,múvùs,n,,4332185aa5b3865f69be572a05c17cbf,,
LX000920,xed,màxbá,n,,654b170dbbec14e45cd015c2f29af00e,"at the end of a period of two or three years, if these animals had young ones, one gives one or two young ones to the person who raised them","au bout de deux ou trois ans, si ces animaux ont eu des petits, on en donne un ou deux à la personne qui les a élevés"
LX000921,xed,màxtsím,n,,fc71d327a3c5f747edf4dc14dad4415a,,
LX000922,xed,múxtús,n,,0564f9705ea27c58c75e95ef0e3e43f0,,
LX000923,xed,máxàɗék,np,,ca13956399823c46ed3ba3b9e5912f15,,
LX000924,xed,mùxúl,n,,,,
LX000925,xed,màxínàk,n,,ef209c9a99569b3a65b368fdf07137f6,,
LX000926,xed,máyá,n,,f72d223a96d1cef86adce6d5c78d99d6,,
LX000927,xed,mázghúzghú,n,,d68b260c57232114d7a030a491675ea4,,
LX000928,xed,màzlə̀mndáwày,n,,3bca044f8971a8beac762a895cf89f1c,"Reputed to move forward and backward without turning. It is not killed even when it appears in the compound. Apparently, it is difficult to distinguish between its head and its tail",On dit qu’il peut avancer ou reculer sans se retourner. On ne le tue pas même si on le trouve à l’intérieur de la concession. Il est difficile d’en distinguer la tête de la queue
LX000929,xed,màá,v,,8af3871e31e759e1d6fb097949000df1,see 'mà mú' for negative existential,voir 'mà mú' pour l’existentiel négatif
LX000930,xed,mìíŋtghà,n,,4702f49605eda3bf4ee8b6fceb0f0b64,,
LX000931,xed,mì’í,n,,1aa1675869aa33f00d6e101144005e83,"both singular 'màràkw' wife, woman, and plural mì’í ‘wives’ can be used with numerals larger than one, with the nominal plural marker '–xà' added the noun 'mì’í' doesn’t mean ‘wives’ anymore, but rather means ‘women’","le singulier màràkw ‘épouse, femme’ et le pluriel mì’í ‘épouses’ peuvent l’un et l’autre s’employer avec des numéraux supérieurs à un, si on ajoute la marque de pluriel '-xà', le nom 'mì’í' ne signifie plus ‘épouses’, mais plutôt ‘femmes"
LX000932,xed,mì’íxà tà dzáwá skwì,n,,,,
LX000933,xed,ndɓá dzvú,v.tr,,,,
LX000934,xed,ndə̀sàn,num,,,,
LX000935,xed,ndfíŋ,n,,4378fcd1d12182616016f3faeadc1f98,,
LX000936,xed,ndfáŋ,num,,adc15a0a247de2ecc5d3f35e0282d290,,
LX000937,xed,ndghà,v.intr,,752a909ccb1335d592baabf791ea587f,the subject is the vessel; in the transitive construction with 'ná' the object is the vessel,"le sujet est le récipient, dans la construction transitive avec 'ná' l’objet est le récipient"
LX000938,xed,ndghàkú,vn,,6e2fa7e0b8fc0b9424cedab5c66c0810,,
LX000939,xed,ndghánàfndghá,v,,617cc47e45ac645b9e3e9d2f7a057ded,,
LX000940,xed,ndgà,v.intr,,5e2551ba7498ccc99cade097e4aa5c59,the reduplicated form of ndgà without extensions is ungrammatical,la forme rédupliquée sans extensions est agrammaticale
LX000941,xed,ndgàkú,n,,f89a3b3b80cae0c1e4cc678db17be526,,
LX000942,xed,ndrá,v,,a1f9d297267bc478534313bb453c3170,,
LX000943,xed,ndrú,vn,,2b2725f7977d78ce304670fe96886cc6,,
LX000944,xed,ndrá-ghzú,np,,,,
LX000945,xed,ndrá-ghá-ndrá,v,,68162b56b05b0794a1dc699bb200f80a,,
LX000946,xed,ndsàŋ,num,,,,
LX000947,xed,ndzɗá,n,,,,
LX000948,xed,ndzɗà,v.intr,,,,
LX000949,xed,ndzvà,v.tr,,,,
LX000950,xed,ndzà,v.intr,,,,
LX000951,xed,ndzéghwá,n,,4af9b6d5fbfccf079590b8031d08268f,,
LX000952,xed,ndzùgù,vn,,400ee9278d5a867b40ed8facb7bd6c9b,,
LX000953,xed,ndzàkú,vn,,2bba382be958a8cf657d773c3923de4f,,
LX000954,xed,ndzúm,n,,2c16dc3f73978886da791369d07c8720,,
LX000955,xed,ndzáwá,n,,f8d9dbf74a7b336f370042b9d83f5354,,
LX000956,xed,ndzàzlámà,n,,b6b2d442a29826643e0f6ab875571ca2,,
LX000957,xed,ndà,v.tr,,,,
LX000958,xed,ndá,prep,,,derives possessive predications,dérive les prédicats statifs
LX000959,xed,ndí,prep,,,,
LX000960,xed,ndèghùvà,n,,,,
LX000961,xed,ndígà,adv,,8e2ea6174c7a8ac0762e0f92af73165a,,
LX000962,xed,ŋɗàk,n,,59924262b64b1bbf43d850a17ce272d8,,
LX000963,xed,ndálí,n,,0bae3754e8b1391df774a2530ef40689,,
LX000964,xed,ndándánà,adv,LX000967,e8fee65b51776d854225e9b2a892687d,,
LX000965,xed,ndàná,v.intr,,,,
LX000966,xed,ndànú,n,,7cb154b3bfd218f30ea883782d7acd77,,
LX000967,xed,ndánáná,adv,LX000964,6dcd5f5f76415d5d255f8dd7b796e24f,,
LX000968,xed,ndàná-p-ndàná,v,,ee7fa2856fa5914880f6e80678babab6,,
LX000969,xed,ndírì,adj,,5fbe8eba119ef6e2d4458d6e89325543,,
LX000970,xed,ndùrà,n,,93b857218230236631fbba98b5023c82,,
LX000971,xed,ndús,adv,,,,
LX000972,xed,ndùsá,adj,,6d467410b7add24d92baee070399b468,,
LX000973,xed,ndùsá,v.intr,,da9bb4f78c272a543d7b10ba7c598041,,
LX000974,xed,ndùsá-ndùsá,adj,,,,
LX000975,xed,ndì’ír,n,,0b46f35f38e0abd749b2adbd42146878,,
LX000976,xed,ndá’árá,n,,e2b343e3f36a9147089e84845583edc4,,
LX000977,xed,nə̀,q,,,,
LX000978,xed,ngə́rwák,n,,,,
LX000979,xed,nghú,n,,6974d046c93ba0bbb23c4b2d22e35d79,,
LX000980,xed,nghá vlì,n,,76bafc68bf333581c5c5ab1dae9fcddc,,
LX000981,xed,nghá-f-nghá,v,,478767fba5ebd6f2f24a2466f5818f9b,,
LX000982,xed,nghàkú,vn,,14b8b34fc01a477f41cd45060f0199fd,,
LX000983,xed,nglə́vghá,n,,eba592468517abb04cb6fc610d67c066,,
LX000984,xed,nglá,v.tr,,,,
LX000985,xed,nglú,v,,ba504b49521796719be1b70676323d06,,
LX000986,xed,ngrá,adj,,31211a95d62fa6953509991b1dadde48,,
LX000987,xed,ngwlíŋ,n,,fff374f081897df25f610f24f445e338,,
LX000988,xed,ngwàɗàk,n,,4e9c0ee973a7d66f317a7f38f8e0c0ea,,
LX000989,xed,ngwàhlàr,n,,,,
LX000990,xed,ngwàlèghwèɗ,n,,654ce3b083c2e5de33c8d34ddf3c84de,,
LX000991,xed,ngwèrngwér,n,,2afd09d35540aa80cd2bf3e466e1c133,,
LX000992,xed,ngà,v.tr,,,,
LX000993,xed,ngá,gram,,,,
LX000994,xed,ngá rgwá,np,,c1ea7e0dead9487be18c08d48b610ccb,,
LX000995,xed,ngàbù,n,,ef04684437066bb3367e94a454c68455,,
LX000996,xed,ngúɗíts,n,,,,
LX000997,xed,ngíghìm,n,,9fb76abf235b9fdb3e9f51c2bd262583,,
LX000998,xed,ngàhl ɗàfá,n,,cfc11aaeba7316234f834fac38a8b999,,
LX000999,xed,ngálíbwá,n,,e35f24a7c0dda31c2d34887f32113a38,,
LX001000,xed,ŋgúlíkà,n,,,,
LX001001,xed,ngùlúm,n,,df2bf53f537889c4c2ca8b931de0d5e9,,
LX001002,xed,ngàlàwáy’,n,,6aea797b12afc75bd179dd966df0b49d,,
LX001003,xed,ngàmngám,n,,,,
LX001004,xed,ngánglù,vn,,8f1baac3890498141ba5dea145c9fcb4,,
LX001005,xed,ngúrná,n,,4cb513d2ba2d63dcfc80a7a4558f30a7,,
LX001006,xed,ngúrzlùŋ,n,,81dc9670a520cd1912834c3ce95b5c11,,
LX001007,xed,ngàtsá,v.tr,,,,
LX001008,xed,ngízlì,n,,348b49d7fbcd88a69a3162d4b5938efd,,
LX001009,xed,ngì’í,v,,9640b348ffd5d5e90b268cd14f24ff67,,
LX001010,xed,ngù’úál,n,,e30573b9ab686d44ac1f14c95e42ca3e,,
LX001011,xed,ŋká’,n,,24e4e755af19fefb5dfd61275ad68795,,
LX001012,xed,nnghá,v.tr,,9592620ac00d9775f5552c281e154031,pl. 'nághá': voir ; not object directional,
LX001013,xed,ntfàŋ,n,,61ef7dcaf81ad6007fb6991d7fdcfc7c,,
LX001014,xed,nzɗá,n,,a58cb22eb981ab111f73dc18d23e34a4,,
LX001015,xed,nzéghwí,n,,712ef51f9fffc2073c2378469985479f,,
LX001016,xed,nà,v,,,,
LX001017,xed,ná,gram,,,,
LX001018,xed,ná,dem,,,,
LX001019,xed,nà,dem,,,,
LX001020,xed,nù,vn,,c31d6d50414a3d8b8417872ab3a8f5ea,,
LX001021,xed,ní,pron,,,,
LX001022,xed,ŋùɗùf,n,,9128fe908183c3036824373965e52d9b,,
LX001023,xed,nághú,vn,,b1823697ca877069bd97ee2e184e7447,,
LX001024,xed,ŋúhlín,adj,,,,
LX001025,xed,ním,n,,d79b0ae495225e3ba240c1326521a3e5,,
LX001026,xed,nímáy,n,,f25616c998283a42971024982179b183,,
LX001027,xed,nánà,v.intr,,,,
LX001028,xed,nìslá,n,,b510e83f0c6bd812df709864b04effbe,,
LX001029,xed,nàsàr,n,,dc367f8a97f921e9b7b9421a8eadebd7,,
LX001030,xed,nùtsá,n,,d0a3ef41f897f11b2b216d8919e643c1,,
LX001031,xed,nìvì,n,,,,
LX001032,xed,nàxáɗìk,n,,60bb0429fa3a362a19a03fdf0dc01ae9,,
LX001033,xed,níà,q,,,,
LX001034,xed,nú’wá,v.tr,,a04b6a611465cd29e212fbaa73a8d3a0,,
LX001035,xed,nù’ù,vn,,,,
LX001036,xed,nù’à,v,,e92eb467002c41fdb01bc2aeff3df37a,,
LX001037,xed,nìžéryà,n,,,,
LX001038,xed,pɗú,n,,,,
LX001039,xed,pɗà,v.intr,,,,
LX001040,xed,pghə́-dá-ná-p-pghá,v,,,,
LX001041,xed,pghà,v.tr,,,,
LX001042,xed,pghù,n,,,,
LX001043,xed,pghá,v.tr,,,,
LX001044,xed,pghà-gá-f-pghà,v,,,,
LX001045,xed,pghímpghà,v,,,,
LX001046,xed,pghá-m-pghá,v,,,,
LX001047,xed,pghá-ná-f-pghá,v,,,,
LX001048,xed,pghá-ná-pghá,v,,,,
LX001049,xed,pgh-ú-pghá,v,,,,
LX001050,xed,pghá-vá-pghá,v,,,,
LX001051,xed,phlú,vn,,,,
LX001052,xed,phlá,v.tr,,,,
LX001053,xed,plá,v.tr,,,,
LX001054,xed,plìs,n,,,,
LX001055,xed,prə́k,adj,,,,
LX001056,xed,psá,v.tr,,,,
LX001057,xed,psá skwì,v,,,,
LX001058,xed,ptà,n,,,,
LX001059,xed,pàɗú,n,,,,
LX001060,xed,páká’w,n,,,,
LX001061,xed,páká’wá ghúvì,n,,,,
LX001062,xed,páká’wá ngùrzìkw,n,,,,
LX001063,xed,pálà,n,,,,
LX001064,xed,pálà tá dzù,n,,,,
LX001065,xed,páplá,n,,,,
LX001066,xed,púrkútú ndzúm,n,,,,
LX001067,xed,pàtsá,n,,,,
LX001068,xed,pìtsákw,n,,,,
LX001069,xed,pàxú,n,,,,
LX001070,xed,pàxá,v.tr,,,The place of search cannot be the object of the verb,l’endroit où l’on cherche ne peut être l’objet du verbe
LX001071,xed,páyà,v.tr,,,,
LX001072,xed,rɓìhl,n,,,,
LX001073,xed,rɓìhl-rɓìhl,adj,,,,
LX001074,xed,rdá,n,,,,
LX001075,xed,rɗì,n,,,,
LX001076,xed,rɗà mndú,n,,,,
LX001077,xed,rdá plì,n,,,,
LX001078,xed,rə́ŋgá’,adj,,,,
LX001079,xed,rfú,n,,,,
LX001080,xed,rfá,v.intr,,,,
LX001081,xed,rgìtík,n,,,,
LX001082,xed,rká,n,,,,
LX001083,xed,rkè,gram,,,,
LX001084,xed,rmbá,n,,,,
LX001085,xed,rmbá tskáɗàk,n,,,,
LX001086,xed,rmàk,n,,,,
LX001087,xed,rná,v,,,,
LX001088,xed,rnú,vn,,,,
LX001089,xed,rvú,n,,,,
LX001090,xed,rvíɗìk,n,,,,
LX001091,xed,rvékú,n,,,,
LX001092,xed,rvèrì,n,,,,
LX001093,xed,rwá,v unsp,,,,
LX001094,xed,rwákú,n,,,,
LX001095,xed,rwákú,v,,,,
LX001096,xed,rxá,adj,,,,
LX001097,xed,rí,gram,,,,
LX001098,xed,rà,gram,,,,
LX001099,xed,ràkú,adj,,,,
LX001100,xed,rínì,n,,,,
LX001101,xed,ránákú,n,,,,
LX001102,xed,ráxbú,n,,,,
LX001103,xed,ráxbúá ngrá,n,,,,
LX001104,xed,ráyá,v.tr,,,,
LX001105,xed,ráyá,n,,,,
LX001106,xed,ràzú,n,,,,
LX001107,xed,ràzá,v,,,,
LX001108,xed,sdúk,adv,,c1a5656b590eabc211cfbd51dbd060e0,,
LX001109,xed,sɗúk,n,,8cea60331f7d87c21f826791146186fa,,
LX001110,xed,sə̀rɗə́k,n,,5391c230eeb1815fb3e5113ce4fe5b93,,
LX001111,xed,sə́rkám,n,LX001507,fa5981e3fb8860fd5fba0950da8f3c12,,
LX001112,xed,sə́ská,v.tr,,22d0d6120fe659c1de36ebd446e9ebe8,,
LX001113,xed,sgá-nà-ghá-sgà,v,,,,
LX001114,xed,shà,v unsp,,,,
LX001115,xed,shàkú,n,,6d55e90318383865b083e1c8cb66978e,,
LX001116,xed,skwì,n,,d28100c6a38849060d093fbefb9cc4ac,,
LX001117,xed,skwá,v.tr,,6a88a918442ed0c848fb243a94f1dcae,,
LX001118,xed,skwá zwàŋ,n,,,,
LX001119,xed,skwázwàŋ,n,,,,
LX001120,xed,skù tùrtúk,n,,14c7ca72be29b507832a076f309318e7,,
LX001121,xed,skú zwàn,n,LX001118,88854cd5f14dd519c869569e3284a907,,
LX001122,xed,skálú,n,,fe5cd0758b2757ac4fd781f5fb2ef001,,
LX001123,xed,skálá,v unsp,,8b952e01ece240f834fea86ac27c3688,,
LX001124,xed,slá,n,,f8dffaa8bb5bf0723080c3d9cf1f0745,,
LX001125,xed,slùxá,adj,,42891eb5b9f2928bc6906fcd2ba3230e,,
LX001126,xed,sngà,v.tr,,,,
LX001127,xed,snà,v.intr,,59b2925c33af634dacdaf80c02e95e05,"non obj-directional (non orienté vers l’objet) ; without the object marker 'n', even with a nominal object, the verb is subject directional","sans le marqueur d’objet 'n', même en présence d’un objet nominal, le verbe est orienté vers le sujet"
LX001128,xed,snà-snà,v,,,,
LX001129,xed,spá,v.tr,,,reduplicated form without extensions is ungrammatical,la forme rédupliquée sans extensions est agrammaticale
LX001130,xed,stí,n,,dc6924468a2b82c667e58f07b1ed8054,,
LX001131,xed,stíx,n,,e8fb154b94d219d8b4a71efd7471f152,,
LX001132,xed,stíx,adj,,e8fb154b94d219d8b4a71efd7471f152,,
LX001133,xed,swíɗ,n,,c48fdba27646470aeafbad24d887b651,"content of the stomach is often used by seers, the juice of the stomach is used to make sauce 'màtsàwtsàw'","souvent employé par les devins, le liquide présent dans la panse sert à faire une sauce 'màtsàwtsàw'"
LX001134,xed,swák,n,,dcf8e54a9a5a138bcbfe1a5bf0bcff81,,
LX001135,xed,swáxì,n,,,,
LX001136,xed,sà,v,,,,
LX001137,xed,sí,gram,,,,
LX001138,xed,sá,v,,,,
LX001139,xed,sù,v,,d6771b9fbd6eea0a8b88178d61543f09,,
LX001140,xed,sìɓlíkwà,n,,8a3966d37445693b81c299c1a780b597,,
LX001141,xed,sìdí,n,,663914e261bfff36b20b8f20ee75aeb7,,
LX001142,xed,súɗà,v.intr,,ff9bdacb574567eb5dcd1bf44a20777f,,
LX001143,xed,sá-f-sà,v,,,,
LX001144,xed,sìfí,n,,3bda9f33e7588cab2da68f5ec4c6de61,,
LX001145,xed,sáfá,n,,,,
LX001146,xed,sáfà vzlàzláŋ,n,,,,
LX001147,xed,sìfìtík,n,,cd0c2a20425bf2117b5de78df5b2c3fb,,
LX001148,xed,sá-gh-w-sá,v,,,,
LX001149,xed,sá-gh-wá-sá,v,,,,
LX001150,xed,sà-gh-wá-sà,v,,,,
LX001151,xed,sá-ghà-sá,v,,,,
LX001152,xed,sà-ghá-sà,v,,,,
LX001153,xed,sígà,n,,04a073ac11851872ac581494ea5182a9,,
LX001154,xed,sà-gá-ghà-sà,v,,,,
LX001155,xed,sìkú,vn,,b2f67cc822addf43a2abb345dc5fedf4,,
LX001156,xed,sà-kú,vn,,,,
LX001157,xed,súkùr,n,,94a0444b523ef30139e839909921e8fe,,
LX001158,xed,sùlkúm,n,,3b5fea3e0bd040ceb41c5320ced17a32,,
LX001159,xed,súlá,v,,40166ebaafd74d981922d893843f5755,,
LX001160,xed,sílìk,n,,42664e18767d25543d0fb88f5e6f2fe1,,
LX001161,xed,sùlám,n,,e03a3178361eecc0fd5226ee5c6dbc08,,
LX001162,xed,sá-m-sà,v,,,,
LX001163,xed,símì,n,,,they grow in the ponds in the mountains around Tourou,pousse dans les mares des montagnes qui entourent Tourou
LX001164,xed,sùmà hlà,n,,bd16d8399c2c1809d6f03a5c80bd4be4,,
LX001165,xed,súŋ,other,,,,
LX001166,xed,sínglàk,n,,947151b7793751cbd7746f9ec943ddc8,,
LX001167,xed,sìngúlímì,n,,,,
LX001168,xed,súŋkùr,n,,,,
LX001169,xed,s-ín-sà,v,LX001136,,,
LX001170,xed,s-ú-n-sà,v,,,,
LX001171,xed,sánì,other,,,,
LX001172,xed,súŋà,other,,faa5718917f77c01a6a5b9cb461b4e26,,
LX001173,xed,sán-à mndú,n,,,,
LX001174,xed,sán-à màràkw,n,,,,
LX001175,xed,sán-à skwí,n,,,,
LX001176,xed,sà-ná-ghá-sà,v,,,,
LX001177,xed,sà-p-sà,v.tr,,,,
LX001178,xed,sárák,n,,,,
LX001179,xed,s-ù-sà,v,,,,
LX001180,xed,sá-sà,v,,,,
LX001181,xed,sìsínà,n,,50b478691b9e1e2932f3af9277126286,,
LX001182,xed,sàwí,v,,075c9ac507a488df6e1d35cbc2f9d4d8,,
LX001183,xed,sáwárà,n,,fbd5252e4b4e04881e89e4d5c7986676,,
LX001184,xed,sà-wá-sà,v,,,,
LX001185,xed,sá-wà-sá,v,,,,
LX001186,xed,sú’wít,n,,,,
LX001187,xed,sá’à,n,,,,
LX001188,xed,tɓán,n,,,,
LX001189,xed,tɗà,v,,2bf53b697590086b594c50edca2475a2,,
LX001190,xed,tɗík,adj,,,"about space outside and in only, shade, not about color","espace extérieur ou intérieur, ombre, ne se dit pas d’une couleur"
LX001191,xed,tɗúkwà,adj,,5d96f72006d9ceaae9334a977edd2a12,,
LX001192,xed,tɗíŋtɗà,v,,401f7f96edb46f424e60e70c6435a659,,
LX001193,xed,tɗ-ú-tɗà,v,,636d10e5b742b3c256d1b676f0e7a0cf,,
LX001194,xed,tɗátɗà,v.tr,,a05407dea0cc46588dff052d170899c7,,
LX001195,xed,tə̀m,n,,2af03876e0b6caa709e9f22f45962b1b,,
LX001196,xed,tə̀mbáy,num,,,,
LX001197,xed,tə̀mbáy,num,,,,
LX001198,xed,tə́ŋ,adj,,,,
LX001199,xed,tə́rtséné’,adj,,69cfc3692c335c9478ad32fc582559aa,,
LX001200,xed,tə́rzékw,adj,,6ff7e757715eddfea5057ddf4e4c0713,,
LX001201,xed,tfá,v.tr,,2b57a25f486d10d26f2f39c07907a2f7,,
LX001202,xed,tghà,n,,fb8324773b95108f2511e56e30599339,,
LX001203,xed,tghás,num,,6e84dfa41db4aa919cbc979a0411ac80,,
LX001204,xed,trə̀tsàtsá,n,,4e260da87debbdf1ee777668ccf72c23,,
LX001205,xed,tsɗá,v.tr,,7849ca08ed47ea91360c0d4fb8ccb5d8,,
LX001206,xed,tsɗém,adj,,2cc80820f00b4695e00e89e0aeae0c0f,,
LX001207,xed,tsə́lɓú,n,,4d973894b83528525026727b277f7a7b,,
LX001208,xed,tsə́lɓá,v.intr,,,,
LX001209,xed,tsə́mə́k,n,,,,
LX001210,xed,tsə̀rhlá,n,,66fc393da292a7d1eab0661124400363,,
LX001211,xed,tsghá,v.tr,,b432e1f1fd34e55481a1641b86be2fc2,,
LX001212,xed,tshà,n,,e97795378fdb12e4189ac3e452872dc5,,
LX001213,xed,tshá,v,,18bcdc3842794b180abf71508b6428ba,,
LX001214,xed,tskú,vn,,509422c831990d39a33d69c36505ccd5,,
LX001215,xed,tská,v.tr,,c1c0df68d518a608b2b263f636699868,,
LX001216,xed,tskáɗàk,n,,cdf9eb14a2330a7382cb84158c27c38d,,
LX001217,xed,tsxwál,n,,e9edc72062ebcedb5501c6accdc57c2b,,
LX001218,xed,tsxwálá mbxwálì,n,,1e837a5fc107f69eb5fa566b0f33b983,,
LX001219,xed,tsxwálá má fkálú fká,n,,914ca15427cb54c52dbb2d4d85de6d25,,
LX001220,xed,ts-ù,v,,99055d7f5164285f990c950744498cbc,,
LX001221,xed,tsà,v.tr,,,,
LX001222,xed,tsá,dem,,,,
LX001223,xed,tsá,v.tr,,,,
LX001224,xed,tsí,pron,,,,
LX001225,xed,tsùɓá,v.tr,,,,
LX001226,xed,tsìɗí,n,,de3fcbb7d64ed01aab480919fca56e45,,
LX001227,xed,tsìɗà,v.intr,,,cannot be transitivized,"intransitif seulement, ne peut être transitivisé"
LX001228,xed,tsùɗáy,n,,,,
LX001229,xed,tsúfá,n,,57e42642df93298e4e3e3f2affe80b4e,,
LX001230,xed,tsùghwbùr,n,,86e0dd7762a543b4dafde27b2c835a1c,,
LX001231,xed,tsághá,v,,,,
LX001232,xed,tsàhlá,v.tr,,,,
LX001233,xed,tsíhlà,v.tr,,3bf44e35a38c583ea61bdde5c34b6094,,
LX001234,xed,tsúhà,v.intr,,,,
LX001235,xed,tsúkwá,v.tr,,2de2f43692967c5f4e4bcd20e6ef6e24,,
LX001236,xed,tsákálá,v.tr,,,,
LX001237,xed,tsál,v.intr,,aad5d4c4faa25f3004b08eb69950574f,,
LX001238,xed,tsímá,n,,fd84945e13219a0032bdbafd02776ba5,,
LX001239,xed,tsínìk,n,,cd65af578f17502691f9cebc2361e83f,,
LX001240,xed,tsà-ná-ptsà,v,,,,
LX001241,xed,tsírá,v.intr,,f913bb1d935941355185119684f9f717,the only object allowed is cognate object,le seul objet admis est l’objet cognat
LX001242,xed,tsírá-kú,n,,c65c65df6ee1c6f871bbac5e5ea389ce,,
LX001243,xed,tsítsí,n,,0f440a5a57d6d66f175b7b22dba32504,,
LX001244,xed,tsátsú,n,,4bf87fe7893e6e5a648ab7418ea8b1c5,,
LX001245,xed,tsítsí ɗíf,n,,,,
LX001246,xed,tsítsá ghùbùgúm,n,,,,
LX001247,xed,tsítsí ghǝ́ŋ,n,,,,
LX001248,xed,tsítsá lgút,n,,,,
LX001249,xed,tsùtsúrì,n,,ebf0340639c9e78c78a3913a15694490,,
LX001250,xed,tséxwér,n,,,,
LX001251,xed,tsù’wà,v.tr,,,,
LX001252,xed,tsú’úáŋ,n,,2b401dd8a1cc7badabdfc97ff68a783d,,
LX001253,xed,tví,n,,7f99882008370cb7a7615729d9325d4b,,
LX001254,xed,twɗúk,adj,,554be1d44383cba30e0802aff9b850c5,,
LX001255,xed,twàk,n,,705bfb54977bd6fdce906bb49196db8b,,
LX001256,xed,txá,v,,2120923afe819e71a21bc4a87984743f,,
LX001257,xed,txà,v.tr,,,,
LX001258,xed,txùrúm,n,,558034f10ca1676446cc2fdeb7418f40,,
LX001259,xed,tì,prep,,,,
LX001260,xed,tò,adj,,,,
LX001261,xed,tá,v.tr,,3e865582b3061268d3bc389d2dbc4860,,
LX001262,xed,tà,prep,,,,
LX001263,xed,tà,gram,,,,
LX001264,xed,tá,gram,,,,
LX001265,xed,tà,v unsp,,,,
LX001266,xed,tà,gram,,,,
LX001267,xed,-tá,gram,,,,
LX001268,xed,tà sìdí,prep phrase,,1becc01111e53e70c9349c88e17d3cd3,,
LX001269,xed,táɓ,adv,,,,
LX001270,xed,tàbú,n,,21e2fb64a7f4c96905927c628acadd16,,
LX001271,xed,tàbí,prep,,644cbdd9b994645e934dabe423047c6f,,
LX001272,xed,tàbà,n,,ff4a4486a14a6fee77d8b8d949d998a9,,
LX001273,xed,tìdà,prep,,93edc27161daf6656e5de367cccaa543,,
LX001274,xed,táɗá,np,,,,
LX001275,xed,tǝ̀ɗà,v.tr,,,,
LX001276,xed,tà-dá-tà,v,,,,
LX001277,xed,téekw or tékw,num,,8df53749869d39a301dc0f52a0e711f6,,
LX001278,xed,tàfàlá,n,,b045f7da49fa5996e8c5106bf131277b,,
LX001279,xed,tùghwbà,n,,2c0d3ae6f129f44d7d60d0e61b5b5cf4,,
LX001280,xed,tùghwá,n,,a1d5d92ea3545286a36197fefaa74787,,
LX001281,xed,tùghwázàk,n,,,,
LX001282,xed,tághá,v.tr,,6647505ce453ea23e247c160ad4303e8,,
LX001283,xed,tégwérì,n,,297e6296072ba5b3a4b2081a801a5cff,,
LX001284,xed,tà-gá-ghà-tà,v,,,,
LX001285,xed,túk,n,,80df738e8e7319eb8b909d92c6c32ebe,,
LX001286,xed,túkwá,n,,,,
LX001287,xed,tákà,adv,,,,
LX001288,xed,tékúlémés,ideo,,,,
LX001289,xed,tákázák,n,,a64270d396a41c2ffaa06871bf380206,,
LX001290,xed,tàlá,v.tr,,,,
LX001291,xed,tálálóŋ,n,LX000443,164e0cddaf86b10e949a2c3c01cb6869,,
LX001292,xed,tìm,n,,48166c0c6b0bde92c1fae98f0465a5b3,,
LX001293,xed,túmbúr,adj,,,,
LX001294,xed,témbér,quant,,fb390cd854b5ed89be1192b010da7d58,,
LX001295,xed,tàmbàr,adj,,6cee60f3c1dcce9ed1df8ca6a16bab53,,
LX001296,xed,túmbùrá kwá,n,,4c2b9bdaacdf0d158dda34cd459ddc0c,,
LX001297,xed,tùmbùzlá,adj,,,,
